epoch,train loss,validation loss,wall time (seconds)
0,0.10866497457027435,0.10390856117010117,0.49010830000042915
1,0.09611466526985168,0.09232397377490997,0.9506163999994897
2,0.0787241980433464,0.07607566565275192,1.4185307000007015
3,0.08235766738653183,0.07920504361391068,1.9251131000000896
4,0.08567529171705246,0.08273790031671524,2.3890052999995532
5,0.07823868095874786,0.07679536938667297,2.861200600000302
6,0.08104219287633896,0.07830310612916946,3.332033099999535
7,0.08359996974468231,0.08121325820684433,3.799289000000499
8,0.07636173069477081,0.07491279393434525,4.252549000000727
9,0.07553395628929138,0.073628731071949,4.722265700000207
10,0.0799451693892479,0.07918382436037064,5.175329100000454
11,0.08006329089403152,0.07806722074747086,5.633835399999953
12,0.07840294390916824,0.07681687921285629,6.097329500000342
13,0.07959116250276566,0.07773306220769882,6.566595700000107
14,0.08117201179265976,0.08047200739383698,7.025183400000969
15,0.0735243409872055,0.07253166288137436,7.500364300000001
16,0.07373292744159698,0.07277028262615204,7.967681600001015
17,0.07231608778238297,0.07161884754896164,8.429714500000046
18,0.07745470106601715,0.07741896063089371,8.91382060000069
19,0.07147210091352463,0.07119861990213394,9.355778299999656
20,0.07281370460987091,0.07275401800870895,9.837309700000333
21,0.07157979905605316,0.07220659404993057,10.311054100000547
22,0.06579369306564331,0.06760436296463013,10.777937900000325
23,0.08955149352550507,0.09200571477413177,11.241078799999741
24,0.07459914684295654,0.07750975340604782,11.712729599999875
25,0.06632300466299057,0.06782644987106323,12.17870849999963
26,0.08673170953989029,0.08719464391469955,12.640798200000063
27,0.06886714696884155,0.07098226249217987,13.105493000000934
28,0.06495071947574615,0.06685563176870346,13.567257799999425
29,0.06834340840578079,0.06969261914491653,14.039376700000503
30,0.07241985201835632,0.07501476258039474,14.513053300001047
31,0.06552857905626297,0.06755659729242325,14.97982520000005
32,0.07288534939289093,0.07518226653337479,15.447056400000292
33,0.07449715584516525,0.0771966502070427,15.902245400000538
34,0.06647597253322601,0.06873372197151184,16.377267400001074
35,0.06437202543020248,0.06665652990341187,16.84872929999983
36,0.06046050041913986,0.06569681316614151,17.313863700001093
37,0.0606277659535408,0.06488703936338425,17.77648229999977
38,0.06000228598713875,0.06464317440986633,18.23596180000095
39,0.06308948993682861,0.0665142610669136,18.719792800000505
40,0.06917142122983932,0.07591984421014786,19.17883360000087
41,0.06386591494083405,0.067554771900177,19.658903200001077
42,0.058701008558273315,0.06550667434930801,20.13067609999962
43,0.058826107531785965,0.0647597685456276,20.60162400000081
44,0.055788781493902206,0.06550823152065277,21.0602643000002
45,0.06334055215120316,0.06988321989774704,21.534847200000513
46,0.05820123106241226,0.06524043530225754,22.001392699999997
47,0.061941903084516525,0.06687226891517639,22.481497599999784
48,0.06384367495775223,0.0717531070113182,22.946487299999717
49,0.05416732281446457,0.06293109804391861,23.411601699999665
50,0.05769524723291397,0.07355248928070068,23.8892864999998
51,0.062246643006801605,0.06902814656496048,24.351687700000184
52,0.06596066057682037,0.08257890492677689,24.8103358999997
53,0.05570082738995552,0.07297145575284958,25.269282600000224
54,0.052959050983190536,0.06362879276275635,25.7510457999997
55,0.056373950093984604,0.0621788427233696,26.21946190000017
56,0.0563032403588295,0.06317252665758133,26.690964800000074
57,0.0528169609606266,0.061251457780599594,27.152941500000452
58,0.050984937697649,0.05950908362865448,27.62321990000055
59,0.05695788934826851,0.06209113448858261,28.085781300000235
60,0.056952767074108124,0.058700837194919586,28.560797199999797
61,0.05260257050395012,0.06226268783211708,29.02183789999981
62,0.05208432301878929,0.05837147310376167,29.487133200000244
63,0.05128450691699982,0.06317184120416641,29.956708400000934
64,0.051378995180130005,0.05900820344686508,30.42561999999998
65,0.05386856198310852,0.05902199447154999,30.893773800000417
66,0.05551396682858467,0.05823318660259247,31.36130039999989
67,0.047724779695272446,0.05935690179467201,31.823555200000555
68,0.06611128151416779,0.08374238014221191,32.296349700000064
69,0.04941635951399803,0.06361082196235657,32.76840170000105
70,0.06168581545352936,0.08687680959701538,33.229604300000574
71,0.053488533943891525,0.0568997897207737,33.70434340000065
72,0.04927147552371025,0.05688361078500748,34.16469450000113
73,0.05941697582602501,0.06530784070491791,34.638452700000926
74,0.05295395106077194,0.05898849666118622,35.105523500000345
75,0.05004732310771942,0.056553639471530914,35.5759866999997
76,0.05748999863862991,0.06931239366531372,36.04506890000084
77,0.050506748259067535,0.05617367848753929,36.50527929999953
78,0.08324406296014786,0.09390606731176376,36.97011680000105
79,0.05416245013475418,0.06094552204012871,37.43985890000113
80,0.054242413491010666,0.059747010469436646,37.92007999999987
81,0.0809708684682846,0.08126484602689743,38.377378499999395
82,0.06191156432032585,0.06109507754445076,38.83781869999984
83,0.06949280947446823,0.07558447867631912,39.33324700000048
84,0.04978151246905327,0.057265542447566986,39.805852700001196
85,0.04763732850551605,0.05797518789768219,40.2690091000004
86,0.05251775681972504,0.06213819235563278,40.735816200000045
87,0.05034526437520981,0.05470406264066696,41.2013936000003
88,0.06522030383348465,0.07728462666273117,41.66422629999943
89,0.05669659748673439,0.061906881630420685,42.15102040000056
90,0.05321359261870384,0.059597861021757126,42.623439200000576
91,0.05348198115825653,0.0612013041973114,43.091706400000476
92,0.09024211764335632,0.0940694659948349,43.55352909999965
93,0.05235859379172325,0.06594470888376236,44.01140570000098
94,0.04502679780125618,0.05214277282357216,44.4935389000002
95,0.059524424374103546,0.06663809716701508,44.97094740000102
96,0.08135850727558136,0.08042816072702408,45.420250099999976
97,0.04808483272790909,0.058771323412656784,45.87848479999957
98,0.05454827472567558,0.05696800351142883,46.34258410000075
99,0.04767405614256859,0.057232391089200974,46.78359769999952
100,0.04699329659342766,0.05221404507756233,47.25003160000051
101,0.06245766580104828,0.07500481605529785,47.70819090000077
102,0.05263512581586838,0.054445281624794006,48.17068300000028
103,0.04573313146829605,0.05328670144081116,48.63187260000086
104,0.053703900426626205,0.06004732474684715,49.10333850000097
105,0.04591096192598343,0.05159556865692139,49.57036650000009
106,0.056867364794015884,0.05845514312386513,50.0472850999995
107,0.04653780162334442,0.046729523688554764,50.511057199999414
108,0.13150691986083984,0.14968225359916687,50.97803810000005
109,0.04529706388711929,0.049091070890426636,51.42856380000012
110,0.05287380516529083,0.0591433048248291,51.89353959999971
111,0.04408152401447296,0.05818154662847519,52.364649299999655
112,0.039252057671546936,0.040829338133335114,52.8362675999997
113,0.04412611201405525,0.05217969790101051,53.31470749999971
114,0.04884004592895508,0.05618290230631828,53.79154240000025
115,0.04467528685927391,0.055871542543172836,54.24879239999973
116,0.058258023113012314,0.060808081179857254,54.71652010000071
117,0.043900925666093826,0.0505509190261364,55.18464549999953
118,0.04559806361794472,0.049670543521642685,55.69554470000003
119,0.05376894772052765,0.06594377756118774,56.18159580000065
120,0.05516258254647255,0.05915034934878349,56.677818000000116
121,0.04046611860394478,0.0589694082736969,57.17740790000062
122,0.06455613672733307,0.08087369054555893,57.64647150000019
123,0.04619421064853668,0.04998964071273804,58.12278340000012
124,0.06376191228628159,0.07955850660800934,58.594644799999514
125,0.05552053451538086,0.06307035684585571,59.065978099999484
126,0.051810771226882935,0.05643211305141449,59.523763999999574
127,0.05079266428947449,0.051356129348278046,59.98584570000094
128,0.04238203540444374,0.049740005284547806,60.44550519999939
129,0.06385578215122223,0.07741552591323853,60.90364520000003
130,0.06503228843212128,0.07931673526763916,61.3645534999996
131,0.04770709574222565,0.048218388110399246,61.82844160000059
132,0.05333605036139488,0.0582907572388649,62.29850970000007
133,0.05043134093284607,0.05032787472009659,62.76499540000077
134,0.10328904539346695,0.11752758920192719,63.226594199999454
135,0.05002955347299576,0.059322189539670944,63.710092400000576
136,0.037442851811647415,0.042125921696424484,64.18632220000109
137,0.035558030009269714,0.049560271203517914,64.65449939999962
138,0.02715841680765152,0.03265184909105301,65.14364949999981
139,0.06553161144256592,0.08109904080629349,65.61609880000105
140,0.06132474169135094,0.059875380247831345,66.09417440000107
141,0.03726787120103836,0.042325276881456375,66.53729759999987
142,0.040139902383089066,0.05763045325875282,66.99541099999988
143,0.06125793606042862,0.06495226919651031,67.46273240000119
144,0.04772040247917175,0.0523797832429409,67.92974250000043
145,0.045122455805540085,0.04419363662600517,68.40311640000073
146,0.03734283894300461,0.03759738802909851,68.8768801999995
147,0.031046021729707718,0.0282607339322567,69.36462390000088
148,0.04466913640499115,0.047375716269016266,69.84095350000098
149,0.03432684391736984,0.03512256592512131,70.31281820000004
150,0.03138686716556549,0.037448883056640625,70.79130540000006
151,0.04588931053876877,0.05616336315870285,71.25972039999942
152,0.04447028413414955,0.04817339777946472,71.71720129999994
153,0.09002187848091125,0.10589905828237534,72.1820645000007
154,0.03918978571891785,0.04724564403295517,72.64713029999984
155,0.05287189036607742,0.05729268491268158,73.10616909999953
156,0.03238021954894066,0.04083123803138733,73.5715149000007
157,0.030978284776210785,0.03208613023161888,74.05486969999947
158,0.03419904410839081,0.03509853407740593,74.52329800000007
159,0.035714615136384964,0.039721690118312836,74.97229619999962
160,0.039439793676137924,0.04450303688645363,75.43760210000073
161,0.03566233441233635,0.0436491034924984,75.91551760000038
162,0.1231144517660141,0.1448095738887787,76.39711519999946
163,0.08893508464097977,0.10351231694221497,76.87793460000103
164,0.033429767936468124,0.03658392280340195,77.34697740000047
165,0.07737857103347778,0.07132060080766678,77.80255550000038
166,0.043696142733097076,0.04194280505180359,78.27334520000113
167,0.033101726323366165,0.043238844722509384,78.74511789999997
168,0.06249554827809334,0.07805299758911133,79.21710019999955
