epoch,train loss,validation loss,wall time (seconds)
0,0.2045561820268631,0.19863076508045197,0.9566294000001108
1,0.204469695687294,0.19854497909545898,1.6793424000002233
2,0.20438314974308014,0.19845914840698242,1.7500201000002562
3,0.2042970061302185,0.19837363064289093,1.8174089000003733
4,0.20421090722084045,0.1982882171869278,1.8949498000001768
5,0.2041248381137848,0.19820286333560944,1.962790000000041
6,0.20403872430324554,0.19811758399009705,2.0275500000002467
7,0.20395301282405853,0.1980327069759369,2.0940729000003557
8,0.20386691391468048,0.19794736802577972,2.161138000000392
9,0.20378120243549347,0.19786250591278076,2.2316232000002856
10,0.20369569957256317,0.19777776300907135,2.3031795000001694
11,0.20361042022705078,0.19769316911697388,2.371025300000383
12,0.203525573015213,0.19760911166667938,2.4332962000003135
13,0.2034403681755066,0.19752463698387146,2.49748610000006
14,0.20335514843463898,0.19744017720222473,2.566841199999999
15,0.2032696008682251,0.19735534489154816,2.6299731000003703
16,0.20318438112735748,0.19727090001106262,2.6943763000003855
17,0.20309916138648987,0.1971863955259323,2.758907100000215
18,0.2030138522386551,0.19710178673267365,2.8254148000000896
19,0.20292916893959045,0.19701790809631348,2.8919872999999825
20,0.20284414291381836,0.19693362712860107,2.957872600000428
21,0.20275923609733582,0.19684945046901703,3.021377200000188
22,0.20267461240291595,0.19676554203033447,3.086790199999996
23,0.20258989930152893,0.19668151438236237,3.1535098000003927
24,0.20250488817691803,0.19659709930419922,3.2268786000004184
25,0.20242011547088623,0.19651302695274353,3.292053500000293
26,0.20233502984046936,0.19642868638038635,3.360777700000199
27,0.20225021243095398,0.19634459912776947,3.4276319000000512
28,0.20216555893421173,0.19626061618328094,3.4983500000003005
29,0.20208118855953217,0.19617696106433868,3.5803452000000107
30,0.20199713110923767,0.1960936039686203,3.649627500000406
31,0.2019132375717163,0.1960105150938034,3.715476200000012
32,0.20182976126670837,0.19592790305614471,3.7850493000000824
33,0.20174574851989746,0.1958446353673935,3.8488342000000557
34,0.201662078499794,0.19576172530651093,3.913962000000083
35,0.20157839357852936,0.19567878544330597,3.978273100000024
36,0.20149435102939606,0.19559545814990997,4.0573049000004175
37,0.20141056180000305,0.1955123394727707,4.126217400000314
38,0.20132704079151154,0.19542959332466125,4.203229200000351
39,0.201243594288826,0.19534675776958466,4.269700700000158
40,0.20115996897220612,0.1952638179063797,4.335538499999984
41,0.20107637345790863,0.19518086314201355,4.398474300000089
42,0.20099319517612457,0.19509842991828918,4.467853000000105
43,0.200909823179245,0.19501574337482452,4.531442000000425
44,0.20082633197307587,0.19493292272090912,4.598574700000427
45,0.20074276626110077,0.19485002756118774,4.663587800000187
46,0.20065927505493164,0.19476716220378876,4.7323512000002665
47,0.20057614147663116,0.1946847289800644,4.797544800000196
48,0.20049329102039337,0.1946025937795639,4.859647300000233
